ARGUMENT PATH	CLASSIFIED SENTIMENT VALUE
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con01a-point.txt	0.233881
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con01b-counter.txt	0.31506599999999996
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con02a-point.txt	0.05351399999999995
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con02b-counter.txt	0.39509799999999995
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con03a-point.txt	0.21249300000000004
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con03b-counter.txt	0.919221
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con04a-point.txt	0.287181
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/con/con04b-counter.txt	0.15323799999999999
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/pro/pro01a-point.txt	0.577386
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/pro/pro01b-counter.txt	0.691872
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/pro/pro02a-point.txt	0.889113
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/pro/pro02b-counter.txt	0.744435
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/pro/pro03a-point.txt	0.27654999999999996
data/corpus-counterarguments-18/02-extracted-arguments/training/international/africa-sport-team-sports-house-supports-racial-quotas-south-african-rugby/pro/pro03b-counter.txt	0.473221
