ARGUMENT PATH	CLASSIFIED SENTIMENT VALUE
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/con/con01a-point.txt	0.437269
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/con/con01b-counter.txt	0.747386
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/con/con02a-point.txt	0.662918
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/con/con02b-counter.txt	0.973026
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/con/con03a-point.txt	0.861321
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/con/con03b-counter.txt	0.457213
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro01a-point.txt	0.278938
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro01b-counter.txt	0.971857
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro02a-point.txt	0.792533
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro02b-counter.txt	0.030795000000000017
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro03a-point.txt	0.760185
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro03b-counter.txt	0.793016
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro04a-point.txt	0.579027
data/corpus-counterarguments-18/02-extracted-arguments/training/politics/conomy-general-politics-leadership-house-believes-bribery-sometimes-acceptable/pro/pro04b-counter.txt	0.0028690000000000104
