ARGUMENT PATH	CLASSIFIED SENTIMENT VALUE
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/con/con01a-point.txt	0.710064
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/con/con01b-counter.txt	0.527375
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/con/con02a-point.txt	0.601077
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/con/con02b-counter.txt	0.666755
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/con/con03a-point.txt	0.42877699999999996
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/con/con03b-counter.txt	0.02879699999999996
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/pro/pro01a-point.txt	0.495463
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/pro/pro01b-counter.txt	0.828464
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/pro/pro02a-point.txt	0.316268
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/pro/pro02b-counter.txt	0.668845
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/pro/pro03a-point.txt	0.47079400000000005
data/corpus-counterarguments-18/02-extracted-arguments/training/free-speech-debate/free-challenge-house-believes-defending-enemies-ones-nation-legitimate/pro/pro03b-counter.txt	0.782793
