x,y,stance,file_path
92.1152,57.56056,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
290.41797,79.23367,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
207.04625,177.14014,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
-505.59055,-358.77963,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
160.65338,-93.00034,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
485.72232,359.22653,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
-497.37445,-233.5299,PRO,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
-68.64073,138.58145,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
452.53683,-16.135077,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
169.71072,366.9647,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
-656.3807,-335.10156,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
329.2731,-70.886154,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
383.53714,405.68054,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
-581.72205,-146.54126,CON,video-games-computers-phones-internet-youth-house-would-restrict-violent-video
