x,y,stance,file_path
-36.321335,116.196915,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
-39.494778,-84.447395,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
2.8317997,-109.335106,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
-213.69656,36.395386,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
147.83336,24.679363,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
-114.67721,-151.06497,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
191.46039,71.397896,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
-125.55625,-56.72041,PRO,culture-general-media-modern-culture-television-house-believes-reality-television
3.1749554,140.1312,CON,culture-general-media-modern-culture-television-house-believes-reality-television
-218.01123,-110.88214,CON,culture-general-media-modern-culture-television-house-believes-reality-television
55.12614,-165.5883,CON,culture-general-media-modern-culture-television-house-believes-reality-television
-161.03125,32.143047,CON,culture-general-media-modern-culture-television-house-believes-reality-television
95.35759,-13.991039,CON,culture-general-media-modern-culture-television-house-believes-reality-television
-164.6867,-201.09314,CON,culture-general-media-modern-culture-television-house-believes-reality-television
237.03294,89.24361,CON,culture-general-media-modern-culture-television-house-believes-reality-television
-177.38185,-66.17424,CON,culture-general-media-modern-culture-television-house-believes-reality-television
