x,y,stance,file_path
18.140787,155.39818,PRO,video-games-education-general-internet-house-would-ban-sale-violent-video
-57.194508,-175.95244,PRO,video-games-education-general-internet-house-would-ban-sale-violent-video
-95.66394,56.21141,PRO,video-games-education-general-internet-house-would-ban-sale-violent-video
2.055339,340.99466,PRO,video-games-education-general-internet-house-would-ban-sale-violent-video
149.79184,-331.54156,PRO,video-games-education-general-internet-house-would-ban-sale-violent-video
-203.90237,-99.13936,PRO,video-games-education-general-internet-house-would-ban-sale-violent-video
161.79509,139.93819,CON,video-games-education-general-internet-house-would-ban-sale-violent-video
34.211437,-99.86016,CON,video-games-education-general-internet-house-would-ban-sale-violent-video
77.41741,-16.955355,CON,video-games-education-general-internet-house-would-ban-sale-violent-video
92.84746,269.15894,CON,video-games-education-general-internet-house-would-ban-sale-violent-video
146.74118,-244.8564,CON,video-games-education-general-internet-house-would-ban-sale-violent-video
-106.61677,-35.405308,CON,video-games-education-general-internet-house-would-ban-sale-violent-video
