x,y,stance,file_path
109.84441,5.086959,PRO,modern-culture-traditions-house-dreaming-white-christmas-junior
-4.757995,-2.577473,PRO,modern-culture-traditions-house-dreaming-white-christmas-junior
139.71513,100.701454,PRO,modern-culture-traditions-house-dreaming-white-christmas-junior
-72.927605,136.75302,PRO,modern-culture-traditions-house-dreaming-white-christmas-junior
-193.77054,-232.8659,PRO,modern-culture-traditions-house-dreaming-white-christmas-junior
-311.8104,-291.61444,PRO,modern-culture-traditions-house-dreaming-white-christmas-junior
235.23022,-102.33796,CON,modern-culture-traditions-house-dreaming-white-christmas-junior
-120.6726,-32.228027,CON,modern-culture-traditions-house-dreaming-white-christmas-junior
120.176605,-209.86208,CON,modern-culture-traditions-house-dreaming-white-christmas-junior
-179.546,123.27795,CON,modern-culture-traditions-house-dreaming-white-christmas-junior
-229.96368,-156.62943,CON,modern-culture-traditions-house-dreaming-white-christmas-junior
-9.820318,-171.97673,CON,modern-culture-traditions-house-dreaming-white-christmas-junior
