x,y,stance,file_path
-41.740147,46.395992,PRO,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-132.62106,10.474659,PRO,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-164.6027,-60.79377,PRO,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
135.78427,-45.98703,PRO,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-101.7046,-194.23204,PRO,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
0.68269515,184.94261,PRO,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-11.27385,-11.6098385,CON,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-186.27011,87.335014,CON,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-230.39014,-115.29314,CON,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
113.853966,12.468036,CON,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
-42.696426,-213.3515,CON,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
61.131557,170.7171,CON,media-free-speech-debate-media-and-good-government-house-believes-rupert-murdoch
