x,y,stance,file_path
76.859055,211.50392,PRO,media-television-house-supports-public-service-broadcasters
171.62756,225.2777,PRO,media-television-house-supports-public-service-broadcasters
-22.338953,167.21693,PRO,media-television-house-supports-public-service-broadcasters
-143.75044,-216.1098,PRO,media-television-house-supports-public-service-broadcasters
-220.73915,-29.169847,PRO,media-television-house-supports-public-service-broadcasters
-46.036053,-162.31711,PRO,media-television-house-supports-public-service-broadcasters
54.83377,77.37307,CON,media-television-house-supports-public-service-broadcasters
225.43932,74.87392,CON,media-television-house-supports-public-service-broadcasters
-66.32974,295.2714,CON,media-television-house-supports-public-service-broadcasters
-318.72562,-239.90897,CON,media-television-house-supports-public-service-broadcasters
-230.13498,106.173775,CON,media-television-house-supports-public-service-broadcasters
-220.7769,-129.05618,CON,media-television-house-supports-public-service-broadcasters
