ARGUMENT PATH	CLASSIFIED SENTIMENT VALUE
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/con/con01a-point.txt	0.763127
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/con/con01b-counter.txt	0.332005
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/con/con02a-point.txt	0.977189
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/con/con02b-counter.txt	0.365429
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/con/con03a-point.txt	0.834902
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/con/con03b-counter.txt	0.216951
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro01a-point.txt	0.662033
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro01b-counter.txt	0.977895
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro02a-point.txt	0.595257
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro02b-counter.txt	0.009040999999999966
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro03a-point.txt	0.07606199999999996
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro03b-counter.txt	0.67312
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro04a-point.txt	0.06760600000000005
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro04b-counter.txt	0.732727
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro05a-point.txt	0.326303
data/corpus-counterarguments-18/02-extracted-arguments/training/education/education-general-house-would-ban-school-uniforms-junior/pro/pro05b-counter.txt	0.644109
